Mineral,Mineral_formula,Sorbate,Reference,Set,SetID,electrolyte_sig,pH,ionic_strength,response,temp,mineralsites
goethite,alpha-FeOOH,U(+6),da96,da96_t6_1,1,C(+4)+Ca(+2)+Cl(-1)+Mg(+2)+Na(+1)+S(+6),7.4,0.6225,7.47808e-06,,2.31
goethite,alpha-FeOOH,U(+6),da96,da96_t6_2,1,C(+4)+Ca(+2)+Cl(-1)+Mg(+2)+Na(+1)+S(+6),7.0,0.6705,4.28519e-06,,2.31
goethite,alpha-FeOOH,U(+6),da96,da96_t6_3,1,C(+4)+Ca(+2)+Cl(-1)+Mg(+2)+Na(+1)+S(+6),6.1,0.7405,3.78105e-06,,2.31
goethite,alpha-FeOOH,U(+6),da96,da96_t6_4,1,C(+4)+Ca(+2)+Cl(-1)+Mg(+2)+Na(+1)+S(+6),7.6,0.3345,7.8982e-06,,2.31
goethite,alpha-FeOOH,U(+6),da96,da96_t6_5,1,C(+4)+Ca(+2)+Cl(-1)+Mg(+2)+Na(+1)+S(+6),7.2,0.43849999999999995,5.54554e-06,,2.31
goethite,alpha-FeOOH,U(+6),da96,da96_t6_6,1,C(+4)+Ca(+2)+Cl(-1)+Mg(+2)+Na(+1)+S(+6),6.3,0.5549999999999999,5.12543e-06,,2.31
goethite,alpha-FeOOH,U(+6),da96,da96_t6_7,1,C(+4)+Ca(+2)+Cl(-1)+Mg(+2)+Na(+1)+S(+6),9.0,0.7715,2.43668e-06,,2.31
goethite,alpha-FeOOH,U(+6),da96,da96_t6_10,1,C(+4)+Ca(+2)+Cl(-1)+Mg(+2)+Na(+1)+S(+6),7.4,0.2197,8.31832e-06,,2.31
goethite,alpha-FeOOH,U(+6),da96,da96_t6_11,1,C(+4)+Ca(+2)+Cl(-1)+Mg(+2)+Na(+1)+S(+6),6.9,0.27799999999999997,8.31832e-06,,2.31
goethite,alpha-FeOOH,U(+6),da96,da96_t6_12,1,C(+4)+Ca(+2)+Cl(-1)+Mg(+2)+Na(+1)+S(+6),5.5,0.242,8.23429e-06,,2.31
goethite,alpha-FeOOH,U(+6),da96,da96_t6_8,1,C(+4)+Ca(+2)+Mg(+2)+Na(+1)+S(+6),7.9,0.8045,3.10887e-06,,2.31
goethite,alpha-FeOOH,U(+6),da96,da96_t6_9,1,C(+4)+Ca(+2)+Mg(+2)+Na(+1)+S(+6),6.6,0.874,2.77277e-06,,2.31
goethite,,U(+6),bchssy98,bchssy98_f3,1,C(+4)+Cl(-1)+Na(+1),3.2985,0.01333036,6.0276e-08,,2.31
goethite,,U(+6),bchssy98,bchssy98_f3,2,C(+4)+Cl(-1)+Na(+1),3.3901,0.01333036,6.94153e-08,,2.31
goethite,,U(+6),bchssy98,bchssy98_f3,3,C(+4)+Cl(-1)+Na(+1),4.1944,0.01333036,9.82945e-08,,2.31
goethite,,U(+6),bchssy98,bchssy98_f3,4,C(+4)+Cl(-1)+Na(+1),4.2987,0.01333036,9.85637e-08,,2.31
goethite,,U(+6),bchssy98,bchssy98_f3,5,C(+4)+Cl(-1)+Na(+1),4.9978,0.01333036,9.98554e-08,,2.31
goethite,,U(+6),bchssy98,bchssy98_f3,6,C(+4)+Cl(-1)+Na(+1),5.0959,0.01333036,9.99006e-08,,2.31
goethite,,U(+6),bchssy98,bchssy98_f3,7,C(+4)+Cl(-1)+Na(+1),5.1931,0.01333036,9.98611e-08,,2.31
goethite,,U(+6),bchssy98,bchssy98_f3,8,C(+4)+Cl(-1)+Na(+1),5.8898,0.01333036,9.98818e-08,,2.31
goethite,,U(+6),bchssy98,bchssy98_f3,9,C(+4)+Cl(-1)+Na(+1),6.1955,0.01333036,9.98555e-08,,2.31
goethite,,U(+6),bchssy98,bchssy98_f3,10,C(+4)+Cl(-1)+Na(+1),5.8967,0.01333036,9.99143e-08,,2.31
goethite,,U(+6),bchssy98,bchssy98_f3,11,C(+4)+Cl(-1)+Na(+1),7.0302,0.01333036,9.99601e-08,,2.31
goethite,,U(+6),bchssy98,bchssy98_f3,12,C(+4)+Cl(-1)+Na(+1),7.9919,0.01333036,9.98236e-08,,2.31
goethite,,U(+6),bchssy98,bchssy98_f3,13,C(+4)+Cl(-1)+Na(+1),8.0899,0.01333036,9.98738e-08,,2.31
goethite,,U(+6),bchssy98,bchssy98_f3,14,C(+4)+Cl(-1)+Na(+1),9.0932,0.01333036,9.99413e-08,,2.31
goethite,,U(+6),bchssy98,bchssy98_f3,15,C(+4)+Cl(-1)+Na(+1),9.2885,0.01333036,9.99413e-08,,2.31
goethite,,U(+6),bchssy98,bchssy98_f3,16,C(+4)+Cl(-1)+Na(+1),9.9897,0.01333036,9.97186e-08,,2.31
goethite,,U(+6),bchssy98,bchssy98_f3,17,C(+4)+Cl(-1)+Na(+1),10.1914,0.01333036,9.96697e-08,,2.31
goethite,alpha-FeOOH,U(+6),da96,da96_t4_1,1,C(+4)+Cl(-1)+Na(+1),6.9,0.1008,8.31832e-06,,2.31
goethite,alpha-FeOOH,U(+6),da96,da96_t4_2,1,C(+4)+Cl(-1)+Na(+1),5.8,0.1008,8.40234e-06,,2.31
goethite,alpha-FeOOH,U(+6),da96,da96_t4_3,1,C(+4)+Cl(-1)+Na(+1),4.1,0.1008,7.81418e-06,,2.31
goethite,alpha-FeOOH,U(+6),da96,da96_t4_4,1,C(+4)+Cl(-1)+Na(+1),8.2,0.1525,6.38578e-06,,2.31
goethite,alpha-FeOOH,U(+6),da96,da96_t4_5,1,C(+4)+Cl(-1)+Na(+1),7.0,0.1525,8.15027e-06,,2.31
goethite,alpha-FeOOH,U(+6),da96,da96_t4_6,1,C(+4)+Cl(-1)+Na(+1),5.5,0.1525,8.15027e-06,,2.31
goethite,alpha-FeOOH,U(+6),da96,da96_t4_7,1,C(+4)+Cl(-1)+Na(+1),8.6,0.2499,1.0923e-06,,2.31
goethite,alpha-FeOOH,U(+6),da96,da96_t4_8,1,C(+4)+Cl(-1)+Na(+1),7.4,0.2508,4.45324e-06,,2.31
goethite,alpha-FeOOH,U(+6),da96,da96_t4_9,1,C(+4)+Cl(-1)+Na(+1),5.9,0.2506,6.63785e-06,,2.31
goethite,alpha-FeOOH,U(+6),da96,da96_t4_10,1,C(+4)+Cl(-1)+Na(+1),9.2,0.85001,8.40234e-08,,2.31
goethite,alpha-FeOOH,U(+6),da96,da96_t4_11,1,C(+4)+Cl(-1)+Na(+1),8.0,0.850005,1.68047e-07,,2.31
goethite,alpha-FeOOH,U(+6),da96,da96_t4_12,1,C(+4)+Cl(-1)+Na(+1),6.7,0.850005,2.5207e-07,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4ba,1,C(+4)+N(+5)+Na(+1),3.3829,1.3800000000000001,-5.55508e-08,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4ba,2,C(+4)+N(+5)+Na(+1),4.3527,1.3800000000000001,6.95903e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4ba,3,C(+4)+N(+5)+Na(+1),5.2418,1.3800000000000001,9.64134e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4ba,4,C(+4)+N(+5)+Na(+1),5.8376,1.3800000000000001,9.76082e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4ba,5,C(+4)+N(+5)+Na(+1),6.0509,1.3800000000000001,9.73368e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4ba,6,C(+4)+N(+5)+Na(+1),6.1884,1.3800000000000001,9.50981e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4ba,7,C(+4)+N(+5)+Na(+1),6.3553,1.3800000000000001,9.45426e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4ba,8,C(+4)+N(+5)+Na(+1),6.4281,1.3800000000000001,9.09754e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4ba,9,C(+4)+N(+5)+Na(+1),6.7425,1.3800000000000001,8.55401e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4ba,10,C(+4)+N(+5)+Na(+1),6.8357,1.3800000000000001,8.70043e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4ba,11,C(+4)+N(+5)+Na(+1),7.0485,1.3800000000000001,8.28285e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4ba,12,C(+4)+N(+5)+Na(+1),7.1959,1.3800000000000001,7.42068e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4ba,13,C(+4)+N(+5)+Na(+1),7.4994,1.3800000000000001,2.86845e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4ba,14,C(+4)+N(+5)+Na(+1),7.8446,1.3800000000000001,5.63676e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4ba,15,C(+4)+N(+5)+Na(+1),8.0753,1.3800000000000001,2.62613e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4ba,16,C(+4)+N(+5)+Na(+1),8.4102,1.3800000000000001,3.97782e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4ba,17,C(+4)+N(+5)+Na(+1),8.6609,1.3800000000000001,3.5749e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4ba,18,C(+4)+N(+5)+Na(+1),8.6415,1.3800000000000001,1.51488e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4bb,1,C(+4)+N(+5)+Na(+1),3.8944,1.308,1.9583e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4bb,2,C(+4)+N(+5)+Na(+1),4.2389,1.308,3.84059e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4bb,3,C(+4)+N(+5)+Na(+1),4.2213,1.308,5.386e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4bb,4,C(+4)+N(+5)+Na(+1),4.725,1.308,7.69546e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4bb,5,C(+4)+N(+5)+Na(+1),4.8481,1.308,8.88628e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4bb,6,C(+4)+N(+5)+Na(+1),4.858,1.308,9.10078e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4bb,7,C(+4)+N(+5)+Na(+1),4.7934,1.308,9.21765e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4bb,8,C(+4)+N(+5)+Na(+1),5.1476,1.308,9.46156e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4bb,9,C(+4)+N(+5)+Na(+1),5.4601,1.308,9.92145e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4bb,10,C(+4)+N(+5)+Na(+1),5.5533,1.308,9.92864e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4bb,11,C(+4)+N(+5)+Na(+1),5.8878,1.308,9.93084e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4bb,12,C(+4)+N(+5)+Na(+1),5.6751,1.308,9.95039e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4bb,13,C(+4)+N(+5)+Na(+1),5.7125,1.308,9.95347e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4bb,14,C(+4)+N(+5)+Na(+1),5.8058,1.308,9.96078e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4bb,15,C(+4)+N(+5)+Na(+1),5.9918,1.308,9.96159e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4bb,16,C(+4)+N(+5)+Na(+1),6.1311,1.308,9.96075e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4bb,17,C(+4)+N(+5)+Na(+1),6.2704,1.308,9.95989e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4bb,18,C(+4)+N(+5)+Na(+1),6.2062,1.308,9.96963e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4bb,19,C(+4)+N(+5)+Na(+1),6.5972,1.308,9.97723e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4bb,20,C(+4)+N(+5)+Na(+1),6.8016,1.308,9.97722e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4bb,21,C(+4)+N(+5)+Na(+1),6.773,1.308,9.97118e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4bb,22,C(+4)+N(+5)+Na(+1),6.7539,1.308,9.96506e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4bb,23,C(+4)+N(+5)+Na(+1),6.9963,1.308,9.97409e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4bb,24,C(+4)+N(+5)+Na(+1),7.1454,1.308,9.97744e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4bb,25,C(+4)+N(+5)+Na(+1),7.4231,1.308,9.96889e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4bb,26,C(+4)+N(+5)+Na(+1),8.0347,1.308,9.94794e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f4bb,27,C(+4)+N(+5)+Na(+1),8.2471,1.308,9.92179e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8b,1,C(+4)+N(+5)+Na(+1),4.4265,1.3800000000000001,6.984e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8b,2,C(+4)+N(+5)+Na(+1),4.9188,1.3800000000000001,8.991e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8b,3,C(+4)+N(+5)+Na(+1),5.2204,1.3800000000000001,9.631e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8b,4,C(+4)+N(+5)+Na(+1),5.8712,1.3800000000000001,9.781e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8b,5,C(+4)+N(+5)+Na(+1),6.08,1.3800000000000001,9.754e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8b,6,C(+4)+N(+5)+Na(+1),6.2301,1.3800000000000001,9.436e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8b,7,C(+4)+N(+5)+Na(+1),6.3455,1.3800000000000001,9.514e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8b,8,C(+4)+N(+5)+Na(+1),6.4266,1.3800000000000001,9.34e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8b,9,C(+4)+N(+5)+Na(+1),6.6654,1.3800000000000001,8.713e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8b,10,C(+4)+N(+5)+Na(+1),6.7294,1.3800000000000001,8.457e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8b,11,C(+4)+N(+5)+Na(+1),6.803,1.3800000000000001,8.622e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8b,12,C(+4)+N(+5)+Na(+1),7.0537,1.3800000000000001,8.339e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8b,13,C(+4)+N(+5)+Na(+1),7.1821,1.3800000000000001,7.43e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8b,14,C(+4)+N(+5)+Na(+1),7.8222,1.3800000000000001,5.466e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8b,15,C(+4)+N(+5)+Na(+1),8.1138,1.3800000000000001,3.063e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8b,16,C(+4)+N(+5)+Na(+1),8.4569,1.3800000000000001,4.072e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8b,17,C(+4)+N(+5)+Na(+1),8.6881,1.3800000000000001,3.696e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8a,1,C(+4)+N(+5)+Na(+1),3.9217,1.308,2.152e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8a,2,C(+4)+N(+5)+Na(+1),4.2238,1.308,5.425e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8a,3,C(+4)+N(+5)+Na(+1),4.2471,1.308,3.872e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8a,4,C(+4)+N(+5)+Na(+1),4.667,1.308,7.373e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8a,5,C(+4)+N(+5)+Na(+1),4.7344,1.308,9.202e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8a,6,C(+4)+N(+5)+Na(+1),4.8302,1.308,9.14e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8a,7,C(+4)+N(+5)+Na(+1),4.8329,1.308,8.797e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8a,8,C(+4)+N(+5)+Na(+1),5.0953,1.308,9.384e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8a,9,C(+4)+N(+5)+Na(+1),5.4756,1.308,9.991e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8a,10,C(+4)+N(+5)+Na(+1),5.5935,1.308,1.0007e-05,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8a,11,C(+4)+N(+5)+Na(+1),5.7335,1.308,1.0042e-05,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8a,12,C(+4)+N(+5)+Na(+1),5.8366,1.308,1.0081e-05,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8a,13,C(+4)+N(+5)+Na(+1),5.9324,1.308,1.0072e-05,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8a,14,C(+4)+N(+5)+Na(+1),6.0159,1.308,1.0029e-05,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8a,15,C(+4)+N(+5)+Na(+1),6.2247,1.308,1.0016e-05,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8a,16,C(+4)+N(+5)+Na(+1),6.2714,1.308,1.0016e-05,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8a,17,C(+4)+N(+5)+Na(+1),6.5956,1.308,1.0038e-05,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8a,18,C(+4)+N(+5)+Na(+1),6.8216,1.308,1.002e-05,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8a,19,C(+4)+N(+5)+Na(+1),7.023,1.308,9.993e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8a,20,C(+4)+N(+5)+Na(+1),7.4185,1.308,9.996e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8a,21,C(+4)+N(+5)+Na(+1),8.0252,1.308,9.995e-06,,2.31
goethite,alpha-FeOOH,U(+6),hl85,hl85_f8a,22,C(+4)+N(+5)+Na(+1),8.2389,1.308,9.944e-06,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6aa,1,Cl(+7)+Na(+1),3.111,2.5,8.8e-10,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6aa,2,Cl(+7)+Na(+1),3.341,2.5,8.8e-10,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6aa,3,Cl(+7)+Na(+1),3.692,2.5,6.16e-08,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6aa,4,Cl(+7)+Na(+1),4.004,2.5,6.16e-08,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6aa,5,Cl(+7)+Na(+1),4.794,2.5,3.7686e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6aa,6,Cl(+7)+Na(+1),7.058,2.5,4.3978e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6aa,7,Cl(+7)+Na(+1),7.308,2.5,4.3934e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6aa,8,Cl(+7)+Na(+1),8.099,2.5,4.3934e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6aa,9,Cl(+7)+Na(+1),9.267,2.5,4.3912e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6aa,10,Cl(+7)+Na(+1),10.188,2.5,4.34456e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6ab,1,Cl(+7)+Na(+1),3.119,2.5,2.3584e-08,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6ab,2,Cl(+7)+Na(+1),3.7,2.5,2.9348e-08,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6ab,3,Cl(+7)+Na(+1),4.799,2.5,4.04448e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6ab,4,Cl(+7)+Na(+1),5.802,2.5,4.3824e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6ab,5,Cl(+7)+Na(+1),6.705,2.5,4.3934e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6ab,6,Cl(+7)+Na(+1),7.804,2.5,4.3934e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6ab,7,Cl(+7)+Na(+1),8.853,2.5,4.3934e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6ab,8,Cl(+7)+Na(+1),9.802,2.5,4.389e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6ab,9,Cl(+7)+Na(+1),10.503,2.5,4.34456e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6ac,1,Cl(+7)+Na(+1),3.116,2.5,4.4e-10,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6ac,2,Cl(+7)+Na(+1),3.7,2.5,3.2032e-08,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6ac,3,Cl(+7)+Na(+1),4.802,2.5,4.02864e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6ac,4,Cl(+7)+Na(+1),5.802,2.5,4.3824e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6ac,5,Cl(+7)+Na(+1),6.702,2.5,4.3912e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6ac,6,Cl(+7)+Na(+1),7.802,2.5,4.3912e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6ac,7,Cl(+7)+Na(+1),8.853,2.5,4.389e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6ac,8,Cl(+7)+Na(+1),9.802,2.5,4.3868e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6ac,9,Cl(+7)+Na(+1),10.503,2.5,4.34236e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6bb,1,Cl(+7)+Na(+1),3.118,0.025,2.1164e-08,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6bb,2,Cl(+7)+Na(+1),3.205,0.025,2.1648e-08,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6bb,3,Cl(+7)+Na(+1),4.397,0.025,3.67708e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6bb,4,Cl(+7)+Na(+1),4.487,0.025,3.67708e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6bb,5,Cl(+7)+Na(+1),5.097,0.025,4.38196e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6bb,6,Cl(+7)+Na(+1),6.049,0.025,4.39164e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6bb,7,Cl(+7)+Na(+1),6.262,0.025,4.39384e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6bb,8,Cl(+7)+Na(+1),6.287,0.025,4.39384e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6bb,9,Cl(+7)+Na(+1),6.838,0.025,4.39604e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6bb,10,Cl(+7)+Na(+1),7.2,0.025,4.3912e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6bb,11,Cl(+7)+Na(+1),7.779,0.025,4.3956e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6bb,12,Cl(+7)+Na(+1),8.851,0.025,4.39296e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6bb,13,Cl(+7)+Na(+1),9.762,0.025,4.39516e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6bb,14,Cl(+7)+Na(+1),10.364,0.025,4.38504e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6cb,1,Cl(+7)+Na(+1),3.302,2.5,9.152e-09,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6cb,2,Cl(+7)+Na(+1),3.499,2.5,9.152e-09,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6cb,3,Cl(+7)+Na(+1),3.902,2.5,1.2012e-08,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6cb,4,Cl(+7)+Na(+1),4.201,2.5,4.026e-08,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6cb,5,Cl(+7)+Na(+1),5.695,2.5,4.05944e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6cb,6,Cl(+7)+Na(+1),6.5,2.5,4.34192e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6cb,7,Cl(+7)+Na(+1),7.098,2.5,4.33312e-07,,2.31
goethite,alpha-FeOOH,U(+6),mgm03,mgm03_f6cb,8,Cl(+7)+Na(+1),8.697,2.5,4.33092e-07,,2.31
